,pessoa_id,pessoa_idade,salario_ano,propriedade_sit,ano_trabalhado,motivo_emprestimo,pontuacao_emprestimos,vl_total,tx_juros,inadimplencia,tx_renda_divida,hst_inadimplencia,hst_primeiro_credito
27167,DWko7yCA-1BhU,21.0,20000.0,3,2.0,4,3,2500.0,13.79,0.0,0.13,1.0,4
27168,UnGd7Nub-7Uli,24.0,50000.0,3,6.0,4,1,5000.0,6.54,0.0,0.1,0.0,2
27169,ZpqSsUTe-6xHX,24.0,90000.0,3,9.0,5,4,15000.0,14.42,0.0,0.17,1.0,3
27170,QMG4a9Nm-laIG,29.0,70000.0,1,7.0,4,2,4000.0,11.86,0.0,0.06,0.0,5
27171,kW4nRgiX-USgc,22.0,25000.0,3,0.0,1,2,2500.0,11.14,0.0,0.1,0.0,3
27172,XGKuLNe8-l0n8,23.0,54000.0,4,7.0,6,5,16000.0,16.32,1.0,0.3,0.0,3
27173,kz1d3S8W-5woU,23.0,36000.0,2,1.0,4,3,14600.0,12.61,0.0,0.41,1.0,2
27174,bnmfyYU7-FTNK,26.0,29136.0,3,0.0,2,4,10100.0,13.55,1.0,0.35,1.0,4
27175,lfbMBONM-SAlK,31.0,43000.0,3,1.0,4,2,5000.0,9.99,0.0,0.12,0.0,10
27177,7qsDAciu-0khR,29.0,45000.0,3,0.0,4,3,12000.0,12.99,0.0,0.27,1.0,7
27178,niLB37uQ-irAc,28.0,50000.0,3,1.0,6,3,16200.0,13.99,1.0,0.32,1.0,6
27179,qhQlW1uL-hbHe,32.0,40000.0,2,2.0,5,3,7000.0,12.68,0.0,0.17,1.0,10
27181,xMgBlTwY-Y0Zl,22.0,35000.0,3,2.0,4,6,7000.0,18.09,1.0,0.2,1.0,2
27182,wdGbXa2N-Qnuh,22.0,35000.0,3,5.0,3,1,8000.0,7.29,0.0,0.23,0.0,2
27186,KIRLx2r0-ie7M,28.0,73992.0,3,2.0,6,2,20000.0,9.96,0.0,0.27,0.0,9
27187,s9QLtoK5-lgtj,25.0,43800.0,1,0.0,3,2,13000.0,10.38,0.0,0.3,0.0,4
27188,l2xH9hw9-OH5X,25.0,30000.0,3,1.0,4,2,7000.0,10.62,0.0,0.23,0.0,3
27189,f9YUNrhg-qhD6,31.0,65000.0,1,6.0,5,1,12000.0,7.49,0.0,0.18,0.0,6
27191,Dh6DP7er-wtX2,29.0,24000.0,3,0.0,4,2,1000.0,9.99,0.0,0.04,0.0,7
27192,v64jbYBK-lw7T,31.0,36000.0,1,8.0,3,2,1600.0,10.59,0.0,0.04,0.0,7
27193,FhFoFUOj-pQ1U,24.0,43000.0,1,6.0,4,2,6000.0,10.65,0.0,0.14,0.0,3
27194,KSrNIg5z-22X1,22.0,100000.0,3,2.0,4,2,14400.0,10.74,0.0,0.14,0.0,3
27195,4Bl5JP7F-8RLm,24.0,65158.0,1,9.0,5,2,18000.0,10.25,0.0,0.28,0.0,4
27196,bQD0ZY5b-dnWm,21.0,42000.0,2,5.0,4,2,8000.0,9.99,0.0,0.19,0.0,4
27197,aTzposGW-1RBW,30.0,54000.0,1,8.0,2,1,5000.0,8.0,0.0,0.09,0.0,8
27198,kqHc1AKG-yCEi,26.0,54000.0,3,7.0,1,4,25000.0,14.83,1.0,0.46,1.0,2
27199,afkEgaQB-EYd0,40.0,30996.0,3,2.0,4,3,1500.0,13.72,1.0,0.05,1.0,14
27200,ZwXiauEq-sDk5,24.0,14400.0,3,3.0,1,1,1800.0,6.92,0.0,0.13,0.0,3
27201,sMz3rmf8-PF6A,22.0,80000.0,1,6.0,5,2,16000.0,12.42,0.0,0.2,0.0,4
27202,uUqE0mEw-edU5,35.0,30000.0,3,0.0,4,3,9000.0,13.92,0.0,0.3,1.0,7
27203,iXaUljYq-BmTi,32.0,156000.0,1,14.0,2,2,10000.0,9.63,0.0,0.06,0.0,9
27204,muf1OP6L-Dunw,23.0,100000.0,1,4.0,5,5,25000.0,17.14,0.0,0.25,1.0,2
27205,nrX2K1mT-JbDp,42.0,60000.0,3,3.0,2,3,11300.0,13.61,0.0,0.19,1.0,14
27206,RDqOGHaH-LfFd,27.0,43680.0,1,3.0,1,2,7000.0,10.65,0.0,0.16,0.0,10
27207,LoL48qqT-SdeZ,24.0,75000.0,3,0.0,1,1,4975.0,6.76,0.0,0.07,0.0,4
27208,Gg0a1RLH-alW9,24.0,25000.0,3,4.0,5,2,10000.0,11.36,1.0,0.4,0.0,2
27209,dax1DgPe-YGhs,30.0,96000.0,1,14.0,6,1,6000.0,5.42,0.0,0.06,0.0,6
27211,NpeIl0N4-3Ifp,29.0,63000.0,1,5.0,6,2,5000.0,11.14,0.0,0.08,0.0,9
27212,k8DNRETF-iF9r,24.0,30000.0,1,2.0,3,1,1000.0,8.0,0.0,0.03,0.0,2
27213,KRwWarPk-kg5x,24.0,125000.0,2,3.0,6,2,28000.0,9.91,0.0,0.22,0.0,3
27214,g82K5ik3-0Ypf,39.0,50000.0,3,8.0,2,2,12000.0,11.71,0.0,0.24,0.0,15
27215,C4OeN2Fl-nDEz,22.0,20000.0,3,7.0,3,1,1675.0,7.74,0.0,0.08,0.0,3
27217,Gs3YmvyW-RL93,25.0,84000.0,3,9.0,3,3,20000.0,13.92,0.0,0.24,0.0,2
27218,pEmn7bHL-98q7,28.0,125000.0,3,5.0,3,2,10000.0,9.99,0.0,0.08,0.0,9
27219,vacXzAty-BeAj,27.0,57000.0,3,2.0,3,2,12000.0,11.49,0.0,0.21,0.0,9
27220,hWKcF4gO-DRyJ,22.0,80000.0,3,4.0,1,1,7000.0,6.62,0.0,0.09,0.0,3
27221,S6ebXtri-4xS5,23.0,65004.0,2,5.0,5,3,7000.0,12.87,0.0,0.11,1.0,2
27222,HK8DoMEy-oQPx,29.0,28114.0,3,0.0,1,2,8800.0,10.0,1.0,0.31,0.0,10
27223,Yuc0FgAe-GZKs,27.0,63000.0,1,11.0,3,1,1700.0,8.49,0.0,0.03,0.0,5
27224,6vfPmChu-iHcT,24.0,54000.0,1,8.0,5,4,1500.0,14.42,1.0,0.03,1.0,2
27225,XOCnkMHu-O2GR,28.0,46739.0,3,0.0,4,3,11200.0,13.48,0.0,0.24,0.0,8
27226,m7d9MkXL-xfJ5,26.0,62000.0,1,5.0,4,1,10000.0,7.88,0.0,0.16,0.0,2
27227,Ltn5jif7-dEpY,34.0,60000.0,3,14.0,4,3,10000.0,13.57,0.0,0.17,0.0,6
27228,JIHSINIh-LiGC,36.0,124000.0,1,2.0,1,3,2000.0,12.99,0.0,0.02,1.0,16
27229,f2WDF53i-ujjI,24.0,64000.0,3,4.0,6,2,2500.0,11.14,1.0,0.04,0.0,3
27230,Haosk8bC-o4Ry,30.0,70000.0,3,0.0,1,3,15000.0,13.61,0.0,0.21,1.0,6
27232,njTzHz2T-R9WC,24.0,60000.0,1,0.0,1,2,8500.0,10.59,0.0,0.14,0.0,4
27233,mY2awvbI-I9HL,22.0,31000.0,1,1.0,1,3,5000.0,13.79,0.0,0.16,0.0,4
27234,zuslUH8A-JS89,57.0,77385.0,3,4.0,5,1,6625.0,7.66,0.0,0.09,0.0,29
27235,ZMtdoFA1-CImy,23.0,25000.0,3,0.0,3,2,10625.0,11.71,1.0,0.42,0.0,3
27236,iwI6ohnW-3M6j,24.0,110000.0,1,5.0,5,2,15000.0,10.25,0.0,0.14,0.0,4
27237,wwx8gF2c-TwQF,36.0,45000.0,3,14.0,1,2,6000.0,9.99,0.0,0.13,0.0,12
27238,sG7Hwtsi-cmCb,23.0,57700.0,1,7.0,2,2,3500.0,10.65,0.0,0.06,0.0,4
27239,gh5bJPOE-y51z,23.0,74000.0,3,1.0,3,3,3500.0,12.87,0.0,0.05,1.0,3
27240,1SJ36mD6-aKAM,26.0,49000.0,1,10.0,3,2,20000.0,10.0,0.0,0.41,0.0,2
27241,h42HSlpf-kKv5,27.0,100000.0,1,10.0,4,2,12000.0,9.96,0.0,0.12,0.0,10
27242,3kEPOoXg-pB46,41.0,46000.0,1,3.0,5,2,7700.0,11.71,0.0,0.17,0.0,17
27243,WoeYB1U5-3vNb,26.0,48000.0,3,4.0,1,2,8400.0,11.12,0.0,0.17,0.0,2
27245,scx3mWCB-cUug,24.0,12000.0,3,0.0,2,3,4000.0,13.8,1.0,0.33,1.0,3
27247,t2JUONtI-aTti,32.0,75000.0,3,3.0,5,4,12800.0,14.74,0.0,0.17,1.0,9
27248,uvzAs1ja-3LAA,21.0,33600.0,3,5.0,2,2,9000.0,11.86,1.0,0.27,0.0,4
27249,9NOBR5ex-1gRT,23.0,32004.0,3,3.0,4,3,10000.0,13.79,1.0,0.31,1.0,3
27252,6NC39PIg-BemZ,29.0,42000.0,3,0.0,4,2,11000.0,10.38,0.0,0.26,0.0,10
27253,RYqnfyvx-SOcL,32.0,75000.0,1,4.0,6,2,12000.0,11.71,0.0,0.16,0.0,6
27254,Dwrs5Esv-ZWyU,23.0,61498.0,1,5.0,2,2,5000.0,11.36,0.0,0.08,0.0,2
27255,2ZOK3iL0-GHqe,34.0,70000.0,1,5.0,5,3,4600.0,14.79,0.0,0.07,0.0,7
27256,tJpdvDom-5eyM,31.0,70000.0,1,16.0,5,1,14000.0,7.88,0.0,0.2,0.0,10
27257,DfLq03hh-0pJy,30.0,52000.0,1,9.0,2,4,9000.0,12.49,0.0,0.17,1.0,6
27259,S39BsU6D-pGtl,29.0,33048.0,3,2.0,4,3,1800.0,12.53,0.0,0.05,0.0,8
27260,Or2SgIDP-SzL8,24.0,50000.0,3,1.0,5,1,4000.0,7.88,0.0,0.08,0.0,3
27261,vSsyJqL2-lBqY,31.0,83000.0,1,9.0,5,6,18000.0,19.74,1.0,0.22,1.0,8
27262,vdbMEu5I-bSTO,25.0,57600.0,3,0.0,6,1,8000.0,7.66,0.0,0.14,0.0,2
27263,J4iGTMkN-saEH,22.0,30900.0,3,3.0,5,2,5000.0,10.0,0.0,0.16,0.0,2
27264,go70kfLv-TWLS,23.0,72000.0,3,3.0,1,2,14400.0,11.14,0.0,0.2,0.0,3
27265,MEWhtyru-CXhf,23.0,59300.0,3,1.0,4,1,3000.0,9.63,0.0,0.05,0.0,3
27266,8sQG2sJt-sr4j,26.0,168750.0,3,10.0,4,3,24250.0,12.87,0.0,0.14,1.0,3
27267,Z5vhPtGl-EAJ9,27.0,24000.0,3,5.0,4,6,1200.0,18.99,0.0,0.05,0.0,7
27268,u3BaTqW5-yUgf,25.0,62000.0,2,7.0,5,3,3500.0,13.57,0.0,0.06,0.0,4
27269,ruDEzUe1-oyYJ,28.0,77000.0,1,5.0,2,2,15000.0,12.21,0.0,0.19,0.0,5
27270,N3geIS74-X5yi,34.0,19200.0,3,1.0,2,3,5500.0,15.23,1.0,0.29,1.0,8
27271,POMlNUFi-KAy2,23.0,121000.0,1,4.0,2,1,3600.0,5.79,0.0,0.03,0.0,4
27272,AfGjYbcc-Dww6,24.0,36000.0,1,3.0,2,2,4750.0,11.83,0.0,0.13,0.0,3
27273,mbODwxXA-q9pT,22.0,110000.0,1,0.0,3,1,12000.0,7.14,0.0,0.11,0.0,2
27274,07d90bS9-6N4Z,25.0,23198.0,3,2.0,5,1,6000.0,8.0,0.0,0.26,0.0,2
27275,sf2IHCLB-b3Gf,23.0,29772.0,3,3.0,2,4,7700.0,16.77,1.0,0.26,1.0,4
27276,EDleAH72-51Ew,23.0,83000.0,1,7.0,3,2,24175.0,11.11,1.0,0.29,0.0,2
27277,2bNaXOcD-ZEKF,26.0,183700.0,3,2.0,2,4,8000.0,15.62,1.0,0.04,1.0,4
27279,nKT0dxYC-UeJ5,24.0,47000.0,1,0.0,2,3,12000.0,13.49,0.0,0.26,1.0,3
27280,I8zWIkoK-26tx,26.0,84000.0,1,6.0,6,3,2150.0,13.47,0.0,0.03,0.0,2
27281,wpoJx6GX-X0zz,49.0,45000.0,3,8.0,2,3,10000.0,14.22,0.0,0.22,0.0,12
27282,NnGl5gfT-JOdo,21.0,45000.0,1,5.0,3,1,18000.0,7.88,0.0,0.4,0.0,4
27283,u6iGyA3o-wZor,38.0,80000.0,3,9.0,3,2,2500.0,10.99,0.0,0.03,0.0,13
27284,p4iUgfbi-3nDY,23.0,75000.0,2,5.0,4,4,12500.0,15.33,0.0,0.17,1.0,3
27285,pcMkdgCp-WHJp,29.0,52000.0,3,13.0,2,4,7000.0,16.77,0.0,0.13,0.0,5
27286,snRSBwxI-irIU,24.0,48500.0,3,5.0,4,3,8000.0,15.96,0.0,0.16,0.0,3
27287,sLSj1RnF-X1x3,33.0,78000.0,1,6.0,4,3,20000.0,15.96,0.0,0.26,0.0,10
27288,jd9c8jdM-XRwb,23.0,75000.0,3,2.0,4,1,8000.0,7.9,0.0,0.11,0.0,4
27289,JYv5CneG-1Bnn,45.0,48000.0,0,5.0,2,0,11500.0,10.99,0.0,0.34,0.0,2
27290,yfKENfv8-1hhn,27.0,21000.0,3,5.0,4,2,4000.0,11.49,0.0,0.19,0.0,9
27292,G7euQuzI-qMnn,23.0,24000.0,1,1.0,3,2,5600.0,9.63,0.0,0.23,0.0,3
27293,BNWCgE9o-F0c7,21.0,52000.0,2,1.0,3,2,13200.0,12.42,0.0,0.25,0.0,2
27294,wIKMvrXq-raEs,27.0,34000.0,3,3.0,4,1,6000.0,8.9,0.0,0.18,0.0,9
27296,jBOnAjEQ-z20s,40.0,34500.0,3,2.0,2,4,5400.0,12.61,1.0,0.16,0.0,13
27297,o5jCSRkE-YBaU,31.0,80000.0,3,1.0,3,3,8000.0,12.61,0.0,0.1,1.0,7
27298,zOeKDrwg-ryAG,28.0,99700.0,3,2.0,1,3,18600.0,14.26,0.0,0.19,1.0,8
27299,Uub0NwYU-K0Nm,23.0,44000.0,3,2.0,4,2,3000.0,9.25,0.0,0.07,0.0,3
27300,qJlsG7Dz-lgxR,41.0,103000.0,1,2.0,1,4,20000.0,14.61,1.0,0.19,1.0,16
27301,9h6lr3HH-XORx,39.0,100300.0,3,2.0,4,4,25000.0,15.7,1.0,0.21,1.0,16
27304,xkLCnFBh-3bNB,25.0,30000.0,3,4.0,3,3,2000.0,14.22,0.0,0.07,0.0,2
27305,rzgDkHr2-6SBP,27.0,41000.0,3,2.0,4,1,6000.0,9.32,0.0,0.15,0.0,7
27306,WnS3IB6P-Ulss,29.0,45000.0,2,0.0,4,4,10000.0,17.58,0.0,0.22,1.0,6
27307,jza0OgOA-Uzzb,23.0,42000.0,2,5.0,5,1,6500.0,6.03,0.0,0.15,0.0,2
27308,BOZWiEpU-mDqw,32.0,84996.0,1,5.0,4,2,20000.0,8.88,0.0,0.24,0.0,5
27309,1lR9tLiN-F4eO,23.0,32000.0,3,6.0,2,1,3600.0,9.63,0.0,0.11,0.0,3
27310,6em7CoyM-OAEJ,27.0,61000.0,1,6.0,1,1,1050.0,8.49,0.0,0.02,0.0,9
27311,k0Z982lJ-r74n,24.0,50000.0,1,8.0,3,3,3000.0,13.47,0.0,0.06,0.0,2
27313,ZoIlSIJN-gWkT,31.0,110000.0,1,0.0,6,3,5000.0,14.26,0.0,0.05,0.0,10
27314,XhLDilhN-ZfdU,27.0,85000.0,3,11.0,2,2,20000.0,10.59,0.0,0.24,0.0,8
27316,ZHxUvive-HglM,31.0,16000.0,3,1.0,3,3,3000.0,13.85,1.0,0.19,1.0,6
27317,fmMvaXE7-wSM1,28.0,60000.0,1,4.0,0,0,15000.0,10.37,0.0,0.22,0.0,3
27318,fGnsAYtj-jOYv,25.0,25000.0,2,4.0,4,3,17500.0,14.22,0.0,0.7,0.0,2
27319,lUBk5Wxb-yRTh,35.0,30000.0,3,0.0,3,1,6475.0,5.42,0.0,0.22,0.0,7
27320,w4l2iJkP-bWsa,31.0,35000.0,1,15.0,2,1,8000.0,5.42,0.0,0.23,0.0,9
27321,u0089CGB-nIOU,23.0,58650.0,1,7.0,4,1,5000.0,8.59,1.0,0.07,0.0,3
27322,orsPkRpE-KPAU,25.0,70000.0,3,0.0,4,2,10000.0,10.95,0.0,0.14,0.0,3
27323,FXWFqsNJ-nZn1,23.0,36000.0,3,3.0,5,3,15000.0,13.49,1.0,0.42,1.0,3
27325,wKxL2L0R-2Y57,36.0,60000.0,1,2.0,5,3,8000.0,13.92,0.0,0.13,1.0,14
27326,94AGxMWb-3UtD,22.0,63000.0,1,6.0,2,2,8950.0,10.99,0.0,0.14,0.0,4
27327,Of1xg2qe-yacT,23.0,65488.0,3,1.0,1,2,10000.0,11.86,0.0,0.15,0.0,3
27328,iPnW35KE-SzTU,24.0,72000.0,1,2.0,6,1,6000.0,7.49,0.0,0.08,0.0,2
27329,ORxQddQE-tZM0,52.0,30000.0,3,6.0,5,3,5000.0,12.73,0.0,0.17,0.0,18
27330,6DXKAwC1-Lcei,25.0,84000.0,3,4.0,3,2,6500.0,11.89,0.0,0.08,0.0,4
27331,gHp5zoXs-1wWF,22.0,30000.0,1,2.0,1,2,13250.0,10.99,0.0,0.44,0.0,4
27332,Eoxmb2Li-uh0K,22.0,30000.0,1,4.0,3,2,5000.0,11.89,1.0,0.17,0.0,4
27333,Q3P2vcaK-AhJ5,24.0,39000.0,3,2.0,5,2,4500.0,10.99,0.0,0.12,0.0,4
27334,KaKKEuZi-23Ol,27.0,59068.0,1,11.0,5,3,13500.0,13.22,0.0,0.23,1.0,9
27335,bdcnMR59-UJ6Y,26.0,35000.0,3,7.0,4,2,14575.0,10.65,1.0,0.42,0.0,3
27336,74a1rPJo-N0H2,32.0,107000.0,3,4.0,4,3,4000.0,13.98,0.0,0.04,0.0,7
27337,X3wkarlS-gHaj,27.0,32200.0,3,1.0,3,5,6300.0,16.45,1.0,0.2,0.0,6
27338,i03R0cTc-giU5,33.0,90000.0,3,8.0,1,3,14500.0,14.65,0.0,0.16,0.0,9
27339,et6t5tfu-Pv68,31.0,20800.0,3,0.0,1,3,6000.0,14.26,0.0,0.29,0.0,8
27340,FhYTBPfq-atr0,23.0,26004.0,3,8.0,1,2,2200.0,9.91,1.0,0.08,0.0,2
27341,3Dkm1IQ1-Fc0m,26.0,57600.0,3,10.0,1,4,2150.0,15.62,1.0,0.04,1.0,3
27342,NoI6BFDS-m5Gj,31.0,96000.0,3,5.0,5,5,20000.0,17.19,0.0,0.21,1.0,8
27343,Ja5W85IU-eW1w,33.0,25200.0,3,0.0,4,2,5500.0,9.88,0.0,0.22,0.0,7
27344,YnmrXR1C-wR5P,41.0,57996.0,1,2.0,2,2,15000.0,9.62,0.0,0.26,0.0,12
27345,Dayu9gf1-U17z,29.0,57504.0,3,2.0,5,1,3200.0,7.68,0.0,0.06,0.0,9
27346,QTYkZRdv-Nycs,26.0,32640.0,3,7.0,5,2,3000.0,10.75,0.0,0.09,0.0,2
27347,w9MNiu4M-qJXY,25.0,45600.0,3,5.0,4,3,12000.0,13.23,0.0,0.26,0.0,4
27348,GHTZnklj-dsYs,26.0,30320.0,3,2.0,2,2,7500.0,12.18,1.0,0.25,0.0,3
27349,hrAPMOW9-36s2,25.0,122000.0,1,1.0,4,1,10000.0,8.94,0.0,0.08,0.0,4
27350,KBGKSZUK-hpSN,35.0,38469.0,3,0.0,6,3,10000.0,12.23,1.0,0.26,1.0,7
27351,bxPWXPqG-5ae4,31.0,30372.0,3,2.0,2,4,20200.0,14.74,1.0,0.67,0.0,8
27353,Lzzi5W1w-FIwD,32.0,40704.0,1,9.0,6,2,10000.0,9.63,0.0,0.25,0.0,7
27355,Oa21yQJH-lhJF,25.0,121680.0,1,3.0,6,2,15000.0,10.37,0.0,0.12,0.0,3
27358,n4ghNWTG-sYw1,31.0,101000.0,3,2.0,3,3,7500.0,13.22,0.0,0.07,1.0,5
27359,WSC4TlZh-Gzq9,24.0,64000.0,3,8.0,6,1,8000.0,7.9,0.0,0.13,0.0,2
27360,CODx8dfk-JUtg,25.0,62000.0,3,7.0,1,1,15600.0,7.49,0.0,0.25,0.0,4
27361,RW6MdzWS-XhO1,30.0,80000.0,1,2.0,5,3,6000.0,14.17,0.0,0.07,1.0,6
27362,ZkWvK5TQ-kAwi,23.0,12000.0,3,0.0,3,1,2100.0,8.94,1.0,0.17,0.0,2
27363,lcqRtNAK-T75K,23.0,40000.0,3,0.0,5,1,3400.0,6.92,0.0,0.09,0.0,3
27364,XKSyD3Tk-n1vD,25.0,63000.0,1,0.0,2,4,25000.0,13.87,0.0,0.4,0.0,4
27365,00wdJpfB-mPF8,26.0,95000.0,1,0.0,3,4,20000.0,14.96,0.0,0.21,0.0,3
27366,MHnXU9Ym-XuzG,23.0,80000.0,3,6.0,2,1,5000.0,5.42,0.0,0.06,0.0,2
27367,YfF2xvZj-UPiy,28.0,107364.0,1,12.0,6,1,8000.0,6.76,0.0,0.07,0.0,9
27369,qGTG40kZ-FhJS,25.0,79000.0,1,9.0,4,1,10000.0,5.79,0.0,0.13,0.0,3
27370,nlY6T3iN-WZpH,33.0,25700.0,3,3.0,3,2,6700.0,10.99,0.0,0.26,0.0,10
27371,vfNpzdOW-1T35,30.0,64800.0,1,7.0,3,2,5600.0,10.99,0.0,0.09,0.0,8
27372,gQ1CFMNb-NLNE,26.0,54000.0,3,10.0,2,2,1000.0,11.71,0.0,0.02,0.0,3
27373,INkEF4a2-P3u9,36.0,43000.0,3,12.0,1,4,13600.0,15.58,1.0,0.32,1.0,12
27374,KEEyC0ej-hSet,33.0,56000.0,3,2.0,3,1,10000.0,7.74,0.0,0.18,0.0,5
27375,benTYL9J-QmCM,24.0,80004.0,2,8.0,6,2,25000.0,10.36,0.0,0.31,0.0,3
27377,xzvwAKtt-wpA9,25.0,32400.0,1,2.0,1,1,4800.0,7.29,0.0,0.15,0.0,4
27378,MrqAIvlb-Z6As,24.0,35000.0,1,3.0,4,3,15000.0,14.27,0.0,0.43,0.0,2
27379,xu71URmc-KISI,28.0,52500.0,3,2.0,2,1,8000.0,7.51,0.0,0.15,0.0,6
27380,K33txExG-whEL,24.0,96216.0,1,5.0,5,1,14400.0,7.88,0.0,0.15,0.0,4
27381,do0qMR3N-vSeE,32.0,37300.0,3,2.0,5,2,5000.0,12.53,0.0,0.13,0.0,9
27382,DrjGBmlM-AyCg,22.0,12000.0,3,0.0,3,1,6700.0,7.66,1.0,0.56,0.0,4
27383,i3qbUiby-KyoW,35.0,45000.0,1,16.0,4,3,6500.0,13.98,0.0,0.14,0.0,10
27384,uSJzOSLL-U1ho,42.0,60000.0,1,4.0,6,2,8850.0,10.37,0.0,0.15,0.0,16
27385,F3FBqmhw-Whd7,23.0,62000.0,3,3.0,3,3,10000.0,13.49,0.0,0.16,0.0,4
27387,F4uqrwfS-GTCn,28.0,106358.0,1,5.0,3,1,13125.0,7.66,0.0,0.12,0.0,7
27388,jOuCFbzR-Wkk4,25.0,75000.0,1,7.0,2,2,15000.0,9.99,0.0,0.2,0.0,2
27389,EnA9nubM-z9hy,29.0,92000.0,1,8.0,2,2,10000.0,11.26,0.0,0.11,0.0,9
27390,oEp9AD5g-me40,24.0,203500.0,2,8.0,4,3,20000.0,13.04,0.0,0.1,0.0,3
27391,RzOp3wYR-RsXt,26.0,55000.0,3,10.0,4,1,8400.0,8.94,0.0,0.15,0.0,3
27392,XEzHmt9M-mons,22.0,45000.0,3,2.0,3,1,10000.0,7.51,0.0,0.22,0.0,3
27393,sz4LQtGj-9Ipw,24.0,36000.0,2,4.0,2,3,5000.0,13.49,0.0,0.14,1.0,4
27394,6Z9nDjoQ-6L0N,27.0,92000.0,1,11.0,3,2,18000.0,11.48,0.0,0.2,0.0,8
27395,CpKDxLMh-6SMm,26.0,40000.0,1,10.0,5,2,5200.0,10.08,0.0,0.13,0.0,3
27396,oJ35EjWT-ho5b,22.0,32769.0,3,3.0,5,1,7000.0,7.29,0.0,0.21,0.0,3
27397,nBfuAp2H-2Bcb,22.0,44000.0,3,3.0,6,3,3600.0,13.43,1.0,0.08,1.0,2
27398,7KHcDNyL-7be4,24.0,35000.0,3,8.0,4,2,7000.0,12.69,0.0,0.2,0.0,2
27399,jUwrWMp5-RNPE,29.0,39500.0,1,8.0,5,1,5000.0,7.74,0.0,0.13,0.0,8
27400,PSRSvc6E-kuP4,22.0,26000.0,3,5.0,2,4,11200.0,16.89,1.0,0.43,0.0,3
27401,62JPXfMl-c45j,23.0,60000.0,2,3.0,4,1,10000.0,6.92,0.0,0.17,0.0,4
27402,rj2ym2ap-pbFQ,24.0,69000.0,3,3.0,5,3,14000.0,12.61,0.0,0.2,1.0,2
27404,duYHawn2-HnFI,23.0,99000.0,3,7.0,3,4,20000.0,15.28,0.0,0.2,0.0,4
27405,RSY8gOdf-ALXc,27.0,57996.0,1,1.0,4,1,4800.0,8.59,0.0,0.08,0.0,9
27407,IDfI8TRF-4dGx,30.0,45000.0,1,5.0,5,2,8000.0,10.36,0.0,0.18,0.0,9
27408,tZE4Ck5F-zQHd,29.0,25000.0,2,8.0,4,3,6500.0,13.49,0.0,0.26,0.0,9
27409,88vUUGqS-zbEs,24.0,92004.0,3,8.0,5,4,12000.0,14.46,0.0,0.13,1.0,2
27410,ytHtgLYi-NgyY,24.0,45996.0,3,3.0,3,5,12000.0,15.68,0.0,0.26,1.0,3
27412,MDkWBNlE-RzDO,23.0,45000.0,3,0.0,3,3,1775.0,12.72,0.0,0.04,1.0,2
27413,KDM2uDJr-PZvI,41.0,35000.0,1,18.0,5,3,1500.0,13.06,0.0,0.04,0.0,13
27414,wmD0zyq9-lO1w,43.0,68000.0,2,9.0,3,1,5000.0,6.99,0.0,0.07,0.0,15
27415,5WJanWNf-mx7E,26.0,33996.0,3,2.0,2,2,10800.0,11.12,1.0,0.32,0.0,3
27416,xRDtH4Df-ACkN,24.0,88000.0,1,0.0,3,2,15000.0,10.2,1.0,0.17,0.0,4
27417,9q1u3XNa-OWB1,49.0,61776.0,1,1.0,2,2,12000.0,12.21,0.0,0.19,0.0,12
27418,lW4dJEFX-Dbf9,22.0,42000.0,3,2.0,3,3,7000.0,14.27,0.0,0.17,0.0,2
27420,vpDZ3ogE-rHJM,31.0,46000.0,1,11.0,5,1,7000.0,7.88,0.0,0.15,0.0,6
27421,b4WKyFwN-WBv1,27.0,58000.0,1,11.0,4,2,3250.0,11.86,0.0,0.06,0.0,8
27422,zoN4iJtm-hXPm,27.0,146000.0,1,5.0,4,1,2500.0,8.49,0.0,0.02,0.0,5
27423,YC9ZNJ3j-mzfo,22.0,70000.0,1,2.0,1,1,6000.0,5.42,0.0,0.09,0.0,2
27425,o3kyoosE-ZYya,23.0,84554.0,1,3.0,1,1,3600.0,6.03,0.0,0.04,0.0,2
27426,syCu4MCL-cRSp,24.0,29000.0,3,0.0,3,4,11000.0,15.05,1.0,0.38,1.0,4
27427,FvBtIff2-Yctr,28.0,54000.0,3,2.0,3,4,10000.0,16.49,1.0,0.19,1.0,7
27429,g2LBPOMA-vnqD,34.0,36500.0,3,4.0,1,4,6500.0,15.65,1.0,0.18,0.0,10
27430,O4GKW8yr-c00p,33.0,54000.0,1,3.0,3,6,16000.0,18.67,1.0,0.3,1.0,10
27432,d835pK5G-BNsQ,24.0,30000.0,3,0.0,2,4,6000.0,14.11,1.0,0.2,1.0,4
27433,EMO8lC1z-AYbL,23.0,63000.0,3,7.0,3,3,2500.0,14.72,0.0,0.04,0.0,2
27434,FzoHH5ZL-iA1E,42.0,105000.0,1,18.0,3,3,2400.0,13.06,0.0,0.02,1.0,17
27436,1rzbRo3a-d0Dd,29.0,45000.0,2,8.0,2,2,8000.0,12.21,0.0,0.18,0.0,5
27437,Ixa6M6jb-XRXT,26.0,60000.0,1,10.0,2,4,8000.0,16.77,0.0,0.13,0.0,2
27438,E8n6WwCF-dddz,28.0,142000.0,1,3.0,3,2,18000.0,10.38,0.0,0.13,0.0,8
27439,SFcGLTIZ-PmMJ,22.0,74867.0,1,4.0,4,4,17000.0,16.02,1.0,0.19,1.0,4
